case_id,customer_message,cluster_id
apple_1744820,"Installed High Sierra on MBPtb and now control strips on the touchbar is fucked up. Seriously, well DONE @115858. https://t.co/LotTrBAkfE",3
apple_2251746,@115858 uhhh can you please fix this https://t.co/HDAK0VdEHv,5
apple_1211056,@AppleSupport I would like an explanation for how the first 99% of my phone battery drains and 40 minutes but the last one percent has lasted me six hours today,11
apple_1214516,"@AppleSupport Weirdly I don’t want an Apple Music track to interrupt my listening to a @115888 playlist in the car, sort it out",6
apple_2008413,@AppleSupport on the news app how do u find out what u are following?,2
apple_1920769,"Ever since the @115858 #iPhone update, (iPhone 8’s are exempt) does your phone:",7
apple_2065580,"Hey @AppleSupport if I promise to get a new Apple Watch instead of new phone upgrade, will you please let my phone stop acting up? Lol",7
apple_1459849,@115858 iOS update to 11.1 still no lock screen time.,4
apple_1083947,"@AppleSupport since updating to High Sierra, youtube videos do not play smoothly on safari anymore (they keep cutting). Thoughts?",3
apple_2064323,@AppleSupport when is the next update coming out to fix the damage 11.0.2 is causing?,4
apple_1899991,@AppleSupport any chance you can fix Bluetooth dropping in car? iPhone connection drops hands free minutes after connection on 11.0.3,4
apple_2149183,.@AppleSupport Hoping the worst problems any of us ever face is spending 40 plus minutes in telephone hold hell with apple service,9
apple_1681659,@115858 here’s your daily reminder that your product is trash #FixIt I️,2
apple_2782041,can u explain to me why my brand new iphone is glitching out right after i update it 🤬 @115858,7
apple_2061366,@AppleSupport why won’t my iPhone 8 Plus charge past 80%????,11
apple_2833097,@115858 @AppleSupport WHY does my phone vibrate even when i don’t have any kind of notification? Got me thinking someone actually texted me but nooo my phone is just randomly vibrating 🤷🏾‍♀️,9
apple_1049025,My phone is constantly freezing. I just got it a few months ago. Any updates on software fixes? @AppleSupport,1
apple_1332759,Charger messed up 🙄 sick of this shit @115858,9
apple_1192989,@AppleSupport I need help,2
apple_1593890,"Again, what the fuck? @115858 . Fix this shit! 👇🏾 https://t.co/wUkzNgILnN",5
apple_1545207,@115858 I want my fucking picture back pull it up on iCloud I don't fuck know figure it the fuck out now cause I'm fucking PISSED!,8
apple_2490819,Yoooo @115858 SERIOUSLY needs to get their shit together. This whole glitch with the capital i is starting to really piss me off. Frfr.,2
apple_2355032,@115858 why is it your iPhone breaks as soon as a new one comes out 🤔,7
apple_2625681,@115858 the “I️” on my phone keeps turning into a super mario question mark box As seen in pic.. I️ have a 7 you need a software update.. https://t.co/HMJlXqRONo,10
apple_2476141,MY iPHONE NEEDS TO STOP FUCKING UP AND FREEZING AND SHUTTING DOWN EVERY 5-10 MINUTES UGH @115858 please get it together ok I️ can’t afford a new phone SO PLEASE MAKE MINE WORK,7
apple_2343716,NO! @AppleSupport I DONT NEED THIS! I NEED AN iOS https://t.co/uEyWjUtbFW OR SOMETHING TO FIX MY PHONE THAT FREEZES OR HAS “TOUCH DISEASE” BECAUSE IM TIRED OF SLAMMING MY PHONE ON MY TABLE TO FIX IT! AND I’M NOT TRYING TO BUY A NEW PHONE SO PLEASE FIX iOS 11! https://t.co/Y35qgoCnlb,4
apple_1990852,"@AppleSupport NOBODY LISTEN TO MY CLAIMS, PURCHASE ON OFFICIAL APPLE PAGE AND MY PRODUCTS DID NOT ARRIVE ... A TOTAL SCAM, I AM VERY ANGRY",8
apple_59232,"@AppleSupport Hi. I’ve had my iPhone X for less than 3 weeks and it’s been lagging and taking a while to respond to everything, especially typing, ever since I downloaded iOS 11.1.2. Is there anything I can do to fix it?",4
apple_1538827,@115858 wassup with the i keep gettin question marks and shit 💆🏾‍♂️,5
apple_827164,"@116333 @AppleSupport IOS upgrade locked my iPhone 7. Genius appt was 2 day wait. 3rd party help, 10 hrs to full restore. 10 yr cust gone.",7
apple_1138388,@115858 @AppleSupport lmk why the letter “I” popping up like this I️,10
apple_1948381,@AppleSupport  Created this account just to tweet about bugs and glitches that have crawled up since iOS 11 update on my iphone 6 and 6s https://t.co/Wpsk639Zug,4
apple_537586,"@115858, my iPhone 6 plus is dead slow after I upgraded to iOS 11. Are you trying to force your consumers to buy better hardware? I don't want the new iPhone. This is maddening and dishonest of you. I'm going back to @122609",4
apple_50863,My phone is frozen thanks to the new update. I can't even hard reset it. @applesupport,1
apple_552080,"@AppleSupport I've never heard of or downloaded ""my media manager"" and don't see it on my phone. Why's it trying to update and how do I get rid of it? https://t.co/Hty4mnJApc",6
apple_2062791,Anyone else having issues with ee and o2 voicemail since Apple iOS update #ios11 @115858,4
apple_1752377,Soooo why can’t I find my FaceTime Live Photo’s @AppleSupport,2
apple_1977405,@AppleSupport after updating to iOS 11.1 battery indicator for Bluetooth speakers or headphones are not shown!,11
apple_1815517,@AppleSupport my PC has random crashes when I plug my iPod classic into one of the ports,6
apple_1566038,@AppleSupport  WUT is this I️,2
apple_945723,"@AppleSupport Since iOS 11 update, my phone can't hold facetime and wont let me click on anything. Its super slow and it drains my battery",4
apple_1864943,This is why i dont link my credit card to the app store. Can you unlock my account now @AppleSupport ? https://t.co/0kQbc8SAO8,8
apple_2544508,"#ios11.. ios11.0.3 is a nightmare.... Lots of glitch, hang, battery drain and bugs....when apple will release the bug fixes? @115858",4
apple_2761505,"I can attest now that the Youtube app is killing batt on iPhone X. See attached pics, used it for typical full day got over 8.5 hrs usage at the end of the day used Youtube for 20 mins it used 18% batt life! @115858 @122986 https://t.co/XRR22QYtaj",11
apple_550680,".@115858 has really stepped up its technology. Within the last 24hrs I've gotten pretty sick, and now my phone has a bug too",9
apple_1591493,@AppleSupport I’m getting tired and irritated by your stupid letter “I” tweak bullshit. chop chop get it fixed,10
apple_845539,Será que é só o meu celular que está ruim depois dessa merda de iOS 11 ? @115858 @AppleSupport,0
apple_1768906,Hey @AppleSupport my #iPhoneX is not working and your app is not helping!!! https://t.co/xsBTBdOFVM,7
apple_2545615,@AppleSupport my phone slow as hell after this update cmon now 🤦🏻‍♂️ lagging like it’s a iPhone 3,1
apple_2062856,@115858 okay it’s time to fix this update. Just got this phone and it’s battery stopped holding charge after update. Coincidence I think not,1
apple_755763,"what happen
give me reason
@AppleSupport @115858 https://t.co/z45YbiONsU",2
apple_1697421,@AppleSupport why does my 7 plus take so long to charge,11
apple_1895907,@AppleSupport how do I stop my child deleting photos from iCloud via her phone (I don’t have access to her phone as she’s away)?,8
apple_2680915,@AppleSupport my phone fell off my bed last night. it fell 2 ft 2in. recently bought my iphone 8 and hadn’t experienced this problem before? https://t.co/eWuDhDwGdu,7
apple_1285605,@115858 @AppleSupport you've got a problem... trying to download Quicktime and all I get is the Russian version: https://t.co/rvoqq69m67,3
apple_1623835,All of a sudden the new iPhones come out and mine being trippy😐no im not buying the next gen. @115858,7
apple_1596014,"@115858 you have me 1000% fucked up right now, fix my shit",5
apple_1914785,"Hey @115858, this new iPhone update is the WORST! I want to throw my phone out of a moving train! Please fix it!",1
apple_2128107,@AppleSupport is this a legitimate email or a scam? https://t.co/n8O8xTpOoq,2
apple_1649073,Hey @AppleSupport - I️ need help.I️ can’t type I️. I️ need an update. I️ I️ I️ I️ I️,10
apple_2114755,#apple #iOS11 @115858 Please fix iOS 11 my iPhone6s literally went down 10% in 1 minute. It’s killing our phones !,4
apple_2119417,Still no reserve and pick up @115858 @AppleSupport I’m so tired waking up every day. I don’t believe this phone exists haha,9
apple_599143,"@AppleSupport iOS 11.2 supposedly adds Apple Pay to iMessage, can not seem to figure out how to enable it for the life of me. Halp! #iOS112 #ApplePay #iMessage",4
apple_1751440,Why do i still see boxes????? @115858 yall annoying ass fuck man.,2
apple_306072,"Yo, @115858, thanks for turning my 6s into an unusable piece of shit. Those updates are gr8! You do it every time your new phones come out.😡🖕",1
apple_1794178,@AppleSupport How come I can't install new apps since iOS 11?,4
apple_21134,"@AppleSupport just installed your latest update on my 6s, it failed, and now my phone won't even restore ""error 21"", thanks apple",1
apple_486239,This iOS 11.1.2 is eating too much of battery @AppleSupport do you expect us to carry a charger all the time.,11
apple_857140,Abis update IOS malah beberapa aplikasi utama kayak whatsapp ngecrash dan ga bisa buka maps sama sekali @AppleSupport,0
apple_2205914,@115858 PLEASE fix the A? glitch!! 😫,5
apple_2143399,"i finally got a replacement phone for my broken iphone 6 but i forgot my password for my apple id, i was trying to reset it but now apple does this recovery thing that takes hours for my request to accepted. @AppleSupport i just want to reset my forgotten password man",8
apple_2024634,@AppleSupport I️ can’t even type “I️” without this weird stuff happening. Get it together,10
apple_1763777,@AppleSupport @118936 @115858 fix the “I️” issues ASAP!,10
apple_2076011,S/O @115858 FOR BREAKING MY IPHONE W UR UPDATES 🙌 🙌 #RIPSTEVEJOBS #HEWOULDBEDISAPPOINTED,1
apple_512581,I hate the new @115858 update because I can’t spell I.T without I.T autocorrecting to I.T... honestly never been more irritated in my life.,10
apple_1008516,"@AppleSupport Why are u randomly uninstalling dictionaries and then not letting me reinstall them? iPhone, ios 11.0.3 https://t.co/Ex8nlHfhvi",4
apple_1526088,"@AppleSupport my iPhone is doing a weird thing when I️ Type the letter “I️”. It wants to auto correct to “A [“. Strange, no?",10
apple_1702015,Sooo when are you guys going to fix this glitch with “I️” @115858 ?,10
apple_1763047,Alright @115858 you need to fix and keep the letter I instead of it turning into a question mark with a box around it ❕❕❕❕,10
apple_2015662,@AppleSupport fix this shit y’all making me look stupid in front of my friends smh https://t.co/vr8DOXAjWK,5
apple_2408599,"@AppleSupport HOW DID YOU BREAK THE MESSAGE FROM CONTACTS FUNCTION?!!! WHEN I CLICK SEND A MESSAGE FROM THE CONTACTS SCREEN IT JUST GOES INTO MESSAGE LANDING PAGE BUT DOESNT OPEN UP TO DO A MESSAGE TO THAT CONTACT WHAT IS YOUR QA, PRODUCT &amp; TECH TEAMS ARE DOING?!!!!",5
apple_2296280,"Hey @AppleSupport, why won’t my APFS external HDD work with Time Machine?",3
apple_1598587,FIX IT @AppleSupport EYE am tired of seeing the boxes! All this money EYE paid for this phone for y’all to give an update with  ? boxes. https://t.co/L7ZZkwhQ9u,9
apple_1276312,"Have an #iPhone6 but it's not that old. Update=crashing apps/everything slower/#Siri is worse. Guess I kinda get it, but SO irritated @115858",1
apple_588178,"@AppleSupport o seus arrombado, começa a fazer cabo e fone decente e que não quebre com tempo de uso E PARA DE SÓ MELHORAR A PORRA DA CÂMERA, SEUS FILHA DA PUTA https://t.co/sO7IZcKAfV",0
apple_2095280,@115858 is there a problem will the new update!My battery life on my SE mobile doesn’t last a day now??,11
apple_536646,"Sigh, just got the phone 4days ago #apple #iphoneX #applemalaysia #applesupport  @AppleSupport @115858  #applestore #malaysia #iphone #machinesmalaysia https://t.co/uicmTKCjTX",8
apple_1526144,I updated my phone and I’m still seeing those trash ass question mark boxes. @115858 ain’t slick!,5
apple_404108,@115858 my friend needs help cos she can’t update too ios11 she’s a mongo sorry https://t.co/jMqtumx3i7,4
apple_1998256,@AppleSupport when are y’all fixing this issue with the letter “eye” it don’t take this long ! Send out a new update !,5
apple_616290,@AppleSupport : was ios11 even tested with iPhone7 before release? My phone is heating up like an iorn! Or that’s just a new feature..,4
apple_801100,New @115858 iPhone update eating my battery! 👎🏻👎🏻👎🏻👎🏻,11
apple_861368,After the last @115858 update does anyone else’s phone battery die soo quickly ?,11
apple_1524126,@AppleSupport Had my iphone 7 just over 3 weeks and everytime I watch a video on youtube it seems to get really hot. Any advice?,7
apple_649797,I pay too much money @115858 for my apps to crash every minute. And my phone to freeze completely. Fix your crap.,9
apple_2434677,@115858 My iphone7 with the new IOS goes very slow. What a shit is this?,7
apple_1807845,"@AppleSupport Hi, I have 3 children with apple email addresses but no apple devices of their own. None can receive emails (since June) Help!",8
apple_1625403,@AppleSupport I needed an apple id recovery account and I have been reading in apple forums that you take this recovery very slow.,8
apple_619460,"Bin ich der einzige, bei dem die #Mail App seit dem letzten #iOS #Update heftig hängt? #iPhoneSE @AppleSupport",0
apple_1715255,@115858 @AppleSupport You know I️ smart I️ DON’T look with a capital A and a question mark as the letter EYE in all my work emails??!,10
apple_2270026,"Oi @AppleSupport since the latest iOS update, replies to any texts I write appear in my feed BEFORE my original text! Any solutions available?",10
apple_2509352,Thanks for the update @115858 https://t.co/hS3smmC52r,3
apple_2906791,"Every #ios11 update is worse than the last. @AppleSupport why do updates adversely affect battery, FT and produce some phantom touchscreen?",4
apple_1650070,Wayment why am I️ seeing question marks if I️ didn’t update wtf @115858,5
apple_1889957,Hey @115858 is there a way to go back to the previous software version? This new one is god awful and full of bugs...#apple,3
apple_1014331,No status bar? I need stability. I already lost performance with iOS 11... @AppleSupport https://t.co/Z8yQUJfmCx,4
apple_989568,"@115858 #Today I am hating apple, I have been in contact with apple support for5days, but the problems in my phone are still happening!!",7
apple_552166,Yo @115858 what’s up with my music pausing any time I open an app and it pausing again without warning ? Just updated to iOS 11.2 thinking that would fix it..,6
apple_2487295,"@AppleSupport Hello. How do I get the Move &amp; Exercise achievement. Clearly I’ve done more than 0 calories and 0 minutes. (Apple Watch Series 3, watchOS 4.1, iPhone X) https://t.co/q63rGhmLiI",3
apple_2193335,It is truly insane that @AppleSupport @115858 hasn't fixed the 'I' issue. I hope Steve Jobs haunts every Apple employee.,10
apple_413726,@AppleSupport how can I downgrade to iOS 10.3.3?Battery drains so quickly. It’s the worst iOS ever. background refresh for apps are disabled https://t.co/7S73dI0f2n,11
apple_1744875,@AppleSupport pls fix this I️ situation because I’m really not happy with it,5
apple_1835939,@AppleSupport FIX battery drain in iOS 11.0.3 IMMEDIATELY!,11
apple_996586,@AppleSupport why is norton stopping me access a website it’s not installed on my Mac? https://t.co/9fwTmvIlUU,3
apple_717615,it would be gr8 if apple could release iOS updates that don't make my phone crash &amp; die every fucking day !!,1
apple_2031479,i just finished charging my phone like 30 minutes ago and is already on 29% @115858 explain????????,11
apple_2966628,hey @AppleSupport why is this happening to my iPhone7 battery case? 😭 https://t.co/yNX25ObFJi,7
apple_2176441,"@AppleSupport iOS 11.0.3 ip7+ empty locked screen, blk font status bar, apps crashing, black screens, buggy top tap and back btns ¿? U ok?",4
apple_208957,@AppleSupport Actually I think I might be ok. Is the  draining of the battery different in ios 11.2?,11
apple_1020858,@AppleSupport is the warranty international? If I buy an iPhone in the USA it will be covered in Brazil? Thx,8
apple_657197,When your Macbook crashes after updating to OS High Sierra and your last update was in December 2016. #Rip #Fml @AppleSupport,3
apple_2729135,Since updating to iOS 11 does anyone else get the message “A problem occurred with this web page so it was reloaded” when trying to visit virtually any website on an iPhone? @AppleSupport #fb,4
apple_2283119,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,2
apple_513602,Anyone else have problems with the @AppleSupport #iPhone randomly closing when typing a response to texts from the lock screen?? And it doesn’t save what you typed!  #annoying #fixit T,7
apple_2041693,Out of all the phones I’ve had I️ have never had more problems than I️ do with my iPhone. Extremely disappointed with how many issues I’ve had with this phone. I️ invest in @115858 products because they’re supposed to be top of the line.,7
apple_1632308,"I need  Series 3 watch in white. I look online and they wasn't on there. @AppleSupport , @115858",3
apple_2758258,"After the recent software update, my #iPhone 6s has started to freeze a lot, especially in SMS sending pics. Also, Select/Select All tap screen function no longer works in emails. Anyone else had this problem? @AppleSupport",7
apple_1655605,"@115858 please fix the ""I️"" bullshit!!! It's annoying as fuck!!!!",10
apple_1065857,Okayyyy but why can I not turn auto-brightness off with the bew iOS update? @AppleSupport,3
apple_2981635,"#macOSHighSierra @115858 @applesupport 
This is really a horrible version of the OS! Have I, or have I not updated #XCode to 9.1? https://t.co/9fsIyJIdQm",3
apple_1625408,@AppleSupport I bought apple music and now I can't add/delete my itunes music folders onto my iphone.  What's the deal?,6
apple_798888,@AppleSupport will you ever fix the ringtone bug in IOS11?,4
apple_2488594,"@115858 gotta chill.. I got the iPhone 7, there's no reason why my shit should be fuckin up 😤 ever since that damn X came out my phone has been on all types of bullshit",7
apple_1963442,@AppleSupport the buttons on my phone often decide not to work. suggestions???,9
apple_2149917,"@115858 fix this fucking problem please, we don’t pay $800 + for an iPhone that doesn’t know how to type!!! I️ I️ I️",7
apple_1895873,iPhone is going to the dogs it seems. Sick of so basic issues after os11 upgrade. Pls work on it like before. 1/2 @AppleSupport @115858,4
apple_1929739,So @115858 should be ashamed at the response of the iOS 11 calculator.  You cannot quickly enter a request without there being errors.,4
apple_1903629,No joke. Had to reset my phone 11 times today and it’s only midday. What the actual fuck @115858 @AppleSupport #ios1103 #fml,4
apple_2021414,@AppleSupport @115858  y’all need to fix this I️,5
apple_1473795,"iPhone X is here! A big thank-you to all our customers in Sydney, and everyone turning out around the world Friday! 👏 https://t.co/5NKXUnePLu",7
apple_416148,"Neither me nor @83285 can get Apple Watch, series 2, to control iTunes on our iPhones. I have a 6, she has a 7+. @AppleSupport https://t.co/xi9D6zCdNm",7
apple_1627244,@AppleSupport what is going on here? https://t.co/t6OMY8FS9f,2
apple_2280607,I UPDATED MY PHONE WHY AM I STILL SEEING THESE ANNOYING BOXED QUESTION MARKS @115858 @AppleSupport,5
apple_1004998,Apple sucks... brand new iPhone crashes every fucking day @115858,7
apple_1813784,"@AppleSupport Hi, love the way which a screenshot can be edited without leaving the page. Can you pls update so I can save to an album too?😃",2
apple_2041270,My iPhone turned into a glitchy overheated Note5 as soon as I updated to iOS 11 🤬📱🔥 @AppleSupport,4
apple_500098,@AppleSupport Please undo whatever stupid update you did to the keyboard Play/Pause button in High Sierra. It stops working for iTunes all the time and it’s so annoying.,6
apple_1451831,"Alright @115858

If “it” autocorrects to “I.T”
ONE MORE TIME ‼️

We’re throwing hands!",10
apple_1645109,"Hey @115858 What the heck is all this about.  My #iPhoneX and Laptop are changing ""I"" to this and its not in the settings at all #BROKEN https://t.co/p6F6EtofoY",7
apple_36658,"@AppleSupport I’m starting to get frustrated with the iPhone lightening port, I’ve cleaned it , I’ve tried different wires",7
apple_1642602,@AppleSupport why is my iPhone changing “i” to his —&gt; I️,10
apple_1076388,"@AppleSupport Would you guys be able to suggest an HDMI TV to be used as an external monitor for an iMac 5K retina, 27inch, late 2015?",3
apple_1470719,"Been editing my #greenscreen pics using #iPhone but saves as .AAE file- anyone know how to save as .jpg?
@AppleSupport #techhelp https://t.co/uKNEWc48j6",7
apple_2533247,@AppleSupport I have to restart my phone at least 3 times a day because of your crappy update,1
apple_601363,Dear @AppleSupport my new phone is not working,9
apple_1345656,"Well, I tried to pre-order the #iphonex but @115858 screwed it up again. I have a reservation #, but it’s not real apparently. #whyapplewhy",8
apple_340202,@AppleSupport I haven’t seen my new music playlist in  for you fab several MONTHS.Noticed others having the same issue. How can this b fixed,6
apple_2005523,@115858 store in Madison - totally chaotic and unorganized... for the biggest launch night! Thanks for wasting 2 hours!!! Reed was just rude!,2
apple_2063448,Hey @AppleSupport you know what would be amazing? If my battery lasted more than 6.5 between charges. https://t.co/rkF92WzZIu,11
apple_2429250,"My phone continuously freezes, crashes, and shuts off by itself. I’m over it. @AppleSupport @115858 https://t.co/O6SSxd7lsy",9
apple_1405264,#iOS11 made the alarm clock quieter. Volume all the way up yet the alarm is about 50% quieter almost slept in. @AppleSupport,4
apple_1454541,@AppleSupport why can’t I️ type the letter “I️” without having a symbol pop up?!?,10
apple_2020519,@115858 if you think by making it impossible for people who have the iphone 7 to type the letter “i️” you’ll get me to buy a new one ur wrong,7
apple_2122516,"Charger/Battery screwing around. Stuck at 92%. Fiddle with charger. Drops to 91% on charge. Switch off &amp; back on. 93%. 

The fuck?",11
apple_1679244,"@115858, how do I get rid of the “Documents &amp; Data” section of my phone’s storage? Nothing I erase ever clears that section up... #Help!",9
apple_1699782,Yo @115858 y’all need to fix this letter “I️” shxt ASAP or yall gotta come up off my bill fam. It’s always something when the new phones drop,10
apple_2726947,Two iOS updates later and 1+2+3 is still not equal to 6. WTF @115858 https://t.co/y4l425ppGZ,1
apple_1623346,"I can't find my recently deleted folder in the notes app, is there any way I can recover those notes? @AppleSupport",8
apple_1679158,@AppleSupport can’t get the sound of MacBook to play via my Bluetooth speaker despite pairing up,3
apple_480562,@AppleSupport bought iPads for the kids for Christmas (6&amp;9). Would like to learn about security/parental controls to put on. Appointment at local Genius Bar the best way?,8
apple_2487249,This @115858 glitch is driving me crazy ?! Wtf!,5
apple_2516048,So I installed the latest update but I’m still seeing question marks in boxes. What’s up @115858?,5
apple_209073,@115858 this second attempt at bug fixes only erodes my battery even faster. C’mon already! Why release iOS 11 when it’s not ready?,4
apple_927569,@AppleSupport I’m having trouble getting text. Not sure if it’s a bug with the new iOS or my carrier 😞,7
apple_1771168,hey @115858 pls release an update so i can say i without looking like a dumbass thank you!,1
apple_675389,@AppleSupport any way to check the overall battery health of my iPhone 5s?,11
apple_1762131,fix ur shit @115858 i️,5
apple_742545,"@AppleSupport just received this email,I've never had Netflix or an apple phone or account,is this email scam? https://t.co/KAIVsioqeu",8
apple_509568,@AppleSupport I got this email it is real? I didn’t buy this app. https://t.co/rNxs1HL8Ai,8
apple_1682436,@AppleSupport iPhone 7. iOS 11.1. Wifi turns off automatically when I am not using the phone! It’s annoying.,4
apple_2023920,.@115858 Maps at its finest. Telling me to keep left from the right lane before a left turn #NotDangerous #AppleMapsFail https://t.co/MXWu834zYT,2
apple_1833472,My iPhone camera is shaking @AppleSupport 6s + ... any reason why ?? No damage done to it,7
apple_2016251,"so is @115858 not gonna fix that obnoxious ass glitch they got goin on every time someone types “i” or?
asking for a friend.",10
apple_1374969,@AppleSupport I just got a phone call from you guys asking about my iPhone 10 confirmation # and email associated with it? Is this legit?,8
apple_1774691,"This ""i"" glitch is probably the most absurd glitches I've ever seen or heard of... The fact that there isn't a fix for it is equally absurd and kind of insane. Way to be @115858",5
apple_2355099,Really @115858 ? The #irony ... why aren’t my i’s working properly on emails?,2
apple_2468141,If @115858 could bring back my photos from the cloud that would be great. Hating on the new update 😡😡😡😡,3
apple_2445268,I️ need @115858 to fix this asap 🙄 https://t.co/Xye50XjIl0,5
apple_2544484,@AppleSupport why everytime I type “is” does my phone autocorrect to “I.S.I.S” automatically? I’ve literally never typed isis before,10
apple_2112838,"Been up since about 4:50 with 100% charge...
It’s 6:21 and I’m at 32%

Thanks @115858 updates",11
apple_2446449,"I️ think she’s saying she loves me but I️ guess I’ll never know.
Thanks @115858 https://t.co/xNFQIZy781",2
apple_823599,"@316189 @115858 @116333 Series 3 is doing it again, 3rd day overall 2nd day in a row not counting any calories or excercise, only standing??",2
apple_2068263,@AppleSupport @115858 hi. My iPhone is not responding from the home screen. But does from other screen. Can I take this to Apple shop today?,7
apple_1851428,@AppleSupport @115858 iOS 11.0.3 updates from the AppStore are not working. Verizon. iPhone 6s.,1
apple_2000273,Yo f*#% @115858 right now!! What are y’all doing to these phones?! Mine has been shitty all day and I’m tired of these shitty updates!!,1
apple_2795425,".@AppleSupport why are gifs pausing the music app? iPhone 6S plus, iOS11.",6
apple_1903014,"@AppleSupport. Not given to cursing in print, but new upgrade sucks. Sucks battery, sucks free time. Slow. Help!",1
apple_1881589,@115858 your iOS update is terrible. Made bluetooth everything ridiculously slow. Not happy.,1
apple_1895717,I accidentally updated my phone and now it constantly freezes @115858 get your shit together,1
apple_1509965,@AppleSupport the new emojis are cool and all but the letter I️ still doesn’t work on @188,10
apple_2308827,Not that @AppleSupport ever answers but... fix this. https://t.co/xbMkpme0Ml,5
apple_486133,Phone literally went from 11%-3% in two minutes. WTF @115858,9
apple_2008018,@AppleSupport how did someone at Apple manage to break the login process to the Mac App Store?,8
apple_1212314,"...@116333 please, please, please FIX iOS 11. Lags, bugs...this isn’t a Apple-style o.s.",4
apple_2002520,@115858 needs to fix this I️ weird shit...,5
apple_2298630,@AppleSupport PLEASE EXPLAIN WHY ALL OF MY PHOTOS JUST DISAPPEARED OUT OF THIN AIR. I WAS NOT MESSING WITH ANY SETTINGS NOR HAD I RECENTLY. I WAS ON MY PHONE ON GOOGLE AND THEY'RE JUST GONE.,3
apple_1974725,@AppleSupport how do you turn off the charging notifications it’s 5 am and my phones burning hot and the noti used all my battery,11
apple_2560436,@AppleSupport what does it means !!? What can I do???? https://t.co/IQxj80bPDw,2
apple_1168962,@115858 the new update 11.0 and 11.0.1 is eating my battery solve this matter please,11
apple_2018335,Why is I️ autocorrecting to I️? I️ ? I️ want to be able to speak in the first person again!,10
apple_2142300,"Deleted that post cus of the freaking boxes,@115858 FIX THE GLITCH",5
apple_1234299,yo @AppleSupport we’re gonna need an update for that update bc our keyboards are HELLA slow send help,5
apple_2516018,@115858 get your shit together. The new update is a nightmare. My phone is only 3 months old and already freezing and slow,1
apple_2142312,This iPhone update is garbage. I’ve tried the hacks but I’m still seeing symbols. 😡 @115858,1
apple_686860,"my @115858 iPhone just died like it was not low on battery. I just went to wake it up and its a black screen. I tried to power on nothing, plug in let it charge nothing, hard reset nothing...... wtf. New iPhone soon?",7
apple_2279250,@AppleSupport I’m getting annoyed at the I️ issue. What is the hold up on fixing the problem?,5
apple_2294116,@AppleSupport wtf are these box question marks..it’s making me mad,5
apple_2220849,"@115858 tengo el siguiente problema, hace un año adquirí un Iphone 6 plus con entel, de la nada sin golpe alguno la cámara trasera dejó de funcionar y entel no me dio solución alguna! ayuda pls!",0
apple_2343620,"@AppleSupport How about that iPhone bias, where’s the quality insurance for us iPad users? Software on my iPad Pro from the iOs 11 update is slow, buggy, and very poor :( #Apple #iPhonebias #iphonex #iphone8 #iPhone8Plus #iphone #iPadPro #ipad",4
apple_2697749,I need a new iPhone y 7Plus keeps freezing since I updated it to iOS 11.0.3. And I’m not having it @115858,4
apple_1058936,So iOS 11 sucks and apparently I can’t charge my phone anymore @115858,4
apple_1542724,@AppleSupport I'm assuming iPhone X activation servers are slammed right now? I've been sitting at the activation screen for 10 minutes.,7
apple_1833378,"@AppleSupport white exclamation mark in the corner of my photo’s since iOS 11 update, disabled photo’s and re-enabled, now all photos gone!",4
apple_1713737,OMG @115858 fix this please I️ I️ I️ I️,5
apple_2078848,"@AppleSupport, iOS 11.0.2 is too drain my iPhone 6 battery life. Please do something for that. #ios1102 #iphone6",11
apple_2867900,I updated my iPhone now all my contacts are lost and it comes up with “maybe: mother” etc??? Tf???????,7
apple_2871732,When I got out of the car my phone was at 94% it’s been an hour and it’s now at 58% this update is TRASH #iOS11 @AppleSupport wtf is this,1
apple_407520,"@AppleSupport after updating my iOS, people can't hear me on calls or it sounds like im in a wind tunnel. please advise, thx",1
apple_2131203,@AppleSupport Can you please change the autocorrect of I️?? Why is “A?” coming up? End the madness! #iphoneproblems #autocorrectfail,10
apple_2757488,"@AppleSupport since upgrading to iOS 11, my iPhone no longer makes a sound or displays a notification on my locked screen when I receive a text message (or some other app notifications) while wearing my Apple Watch. Is this a bug or a hidden “feature”?",4
apple_2294123,Is anybody else phone doing this. Now even my Apple Music isn’t working. YALL GOTTA STOP THIS @AppleSupport https://t.co/1lWnJpWSLv,6
apple_1666276,Me tiene loco la actualización de iOS. No funciona bien mi celular. Miro con ojos de deseo el S8! @AppleSupport,0
apple_1790072,"@AppleSupport just updated iphone to ios 11.0.3 now all photos are gone, this has never happened until now",4
apple_810817,Ayoooo I lost all my messages 😭@AppleSupport,2
apple_92531,@AppleSupport Why are you not warning customers about the elaborate scam I just experienced yesterday?!?,2
apple_1871994,My 6s plus won’t display what song is playing and I’ve reset my phone 3XL and that helps for about a day @AppleSupport https://t.co/ykglvGNELV,6
apple_2071026,"@AppleSupport IOS 11 is shit, my phone (6 month old SE) keeps crashing, 5+ times in 24 hours. That’s unacceptable. Sort it out.",4
apple_1830817,"New IOS update is awful. My phone is slower now. How do I get rid of it, @AppleSupport?",1
apple_1233637,"@AppleSupport Recently, possibly after iOS11, I’ve lost the Facebook sync with my calendar, even though it seems activated. Advice? https://t.co/FHjguKSXop",4
apple_1121132,My Mac charger just died. @115858 this is my 2nd charger in less than a year. I’m broke and can’t keep buying these 😭,3
